date,day_of_week,is_weekend,is_public_holiday,total_arrivals,total_required_nurses,total_staffed_nurses,total_regular_hours,total_overtime_hours,total_locum_hours,total_payroll_cost_zar,total_unfilled_shifts
2025-11-13,Thursday,False,False,84.0,19,19,152.0,0.0,0.0,25473.12,0
2025-11-14,Friday,False,False,89.0,21,21,168.0,0.0,0.0,27294.98,0
2025-11-15,Saturday,True,False,80.0,19,19,152.0,0.0,0.0,27417.9,0
2025-11-16,Sunday,True,False,76.0,18,18,144.0,0.0,0.0,26149.06,0
2025-11-17,Monday,False,False,78.0,18,18,144.0,0.0,0.0,24098.02,0
2025-11-18,Tuesday,False,False,68.0,16,15,120.0,0.0,8.0,25739.18,1
2025-11-19,Wednesday,False,False,97.0,21,18,144.0,0.0,24.0,31097.73,1
2025-11-20,Thursday,False,False,71.0,17,17,136.0,0.0,0.0,23132.36,0
2025-11-21,Friday,False,False,73.0,17,17,136.0,0.0,0.0,20754.32,0
2025-11-22,Saturday,True,False,65.0,15,15,120.0,0.0,0.0,18995.96,0
2025-11-23,Sunday,True,False,55.0,13,13,104.0,0.0,0.0,18677.22,0
2025-11-24,Monday,False,False,68.0,16,16,128.0,0.0,0.0,21510.52,0
2025-11-25,Tuesday,False,False,67.0,16,16,128.0,0.0,0.0,24185.46,0
2025-11-26,Wednesday,False,False,83.0,19,19,152.0,0.0,0.0,24354.2,0
2025-11-27,Thursday,False,False,85.0,19,19,152.0,0.0,0.0,25155.24,0
2025-11-28,Friday,False,False,67.0,16,16,128.0,0.0,0.0,19867.84,0
2025-11-29,Saturday,True,False,57.0,13,13,104.0,0.0,0.0,17755.4,0
2025-11-30,Sunday,True,False,79.0,19,19,152.0,0.0,0.0,25634.48,0
2025-12-01,Monday,False,False,85.0,19,19,152.0,0.0,0.0,24117.78,0
2025-12-02,Tuesday,False,False,73.0,17,17,136.0,0.0,0.0,25220.98,0
2025-12-03,Wednesday,False,False,75.0,18,18,144.0,0.0,0.0,24109.34,0
2025-12-04,Thursday,False,False,77.0,18,18,144.0,0.0,0.0,23725.1,0
2025-12-05,Friday,False,False,73.0,17,17,136.0,0.0,0.0,21424.08,0
2025-12-06,Saturday,True,False,83.0,19,19,152.0,0.0,0.0,27592.98,0
2025-12-07,Sunday,True,False,77.0,18,18,144.0,0.0,0.0,25293.84,0
2025-12-08,Monday,False,False,71.0,17,17,136.0,0.0,0.0,19216.78,0
2025-12-09,Tuesday,False,False,69.0,17,17,136.0,0.0,0.0,25077.2,0
2025-12-10,Wednesday,False,False,74.0,18,18,144.0,0.0,0.0,26952.02,0
2025-12-11,Thursday,False,False,83.0,19,19,152.0,0.0,0.0,24692.8,0
2025-12-12,Friday,False,False,84.0,19,19,152.0,0.0,0.0,22672.98,0
2025-12-13,Saturday,True,False,60.0,14,14,112.0,0.0,0.0,22000.2,0
2025-12-14,Sunday,True,False,44.0,11,11,88.0,0.0,0.0,14650.04,0
2025-12-15,Monday,False,False,86.0,20,20,160.0,0.0,0.0,23464.66,0
2025-12-16,Tuesday,False,True,61.0,15,15,120.0,0.0,0.0,41087.8,0
2025-12-17,Wednesday,False,False,97.0,21,21,168.0,0.0,0.0,29004.16,0
2025-12-18,Thursday,False,False,70.0,17,17,136.0,0.0,0.0,26781.24,0
2025-12-19,Friday,False,False,76.0,18,18,144.0,0.0,0.0,23575.12,0
2025-12-20,Saturday,True,False,59.0,14,14,112.0,0.0,0.0,19948.08,0
2025-12-21,Sunday,True,False,57.0,13,13,104.0,0.0,0.0,17051.04,0
2025-12-22,Monday,False,False,67.0,16,16,128.0,0.0,0.0,19001.2,0
2025-12-23,Tuesday,False,False,74.0,18,18,144.0,0.0,0.0,23262.66,0
2025-12-24,Wednesday,False,False,61.0,15,15,120.0,0.0,0.0,22595.84,0
2025-12-25,Thursday,False,True,36.0,9,9,72.0,0.0,0.0,26893.62,0
2025-12-26,Friday,False,True,57.0,13,13,104.0,0.0,0.0,35086.48,0
2025-12-27,Saturday,True,False,52.0,13,13,104.0,0.0,0.0,17340.7,0
2025-12-28,Sunday,True,False,55.0,13,13,104.0,0.0,0.0,18301.1,0
2025-12-29,Monday,False,False,71.0,17,17,136.0,0.0,0.0,21515.76,0
2025-12-30,Tuesday,False,False,69.0,17,17,136.0,0.0,0.0,21799.06,0
2025-12-31,Wednesday,False,False,55.0,13,13,104.0,0.0,0.0,17271.88,0
2026-01-01,Thursday,False,True,47.0,11,11,88.0,0.0,0.0,27606.2,0
2026-01-02,Friday,False,False,77.0,18,18,144.0,0.0,0.0,22647.94,0
2026-01-03,Saturday,True,False,50.0,13,13,104.0,0.0,0.0,17066.74,0
2026-01-04,Sunday,True,False,43.0,11,11,88.0,0.0,0.0,15920.82,0
2026-01-05,Monday,False,False,97.0,21,21,168.0,0.0,0.0,28518.82,0
2026-01-06,Tuesday,False,False,84.0,19,19,152.0,0.0,0.0,25519.8,0
2026-01-07,Wednesday,False,False,63.0,15,15,120.0,0.0,0.0,19585.5,0
2026-01-08,Thursday,False,False,85.0,19,19,152.0,0.0,0.0,24732.2,0
2026-01-09,Friday,False,False,67.0,16,16,128.0,0.0,0.0,21244.76,0
2026-01-10,Saturday,True,False,60.0,14,14,112.0,0.0,0.0,18773.06,0
2026-01-11,Sunday,True,False,63.0,15,15,120.0,0.0,0.0,19371.96,0
2026-01-12,Monday,False,False,71.0,17,17,136.0,0.0,0.0,24727.16,0
2026-01-13,Tuesday,False,False,64.0,15,15,120.0,0.0,0.0,20172.98,0
2026-01-14,Wednesday,False,False,69.0,17,17,136.0,0.0,0.0,21943.78,0
2026-01-15,Thursday,False,False,75.0,18,18,144.0,0.0,0.0,23166.58,0
2026-01-16,Friday,False,False,65.0,15,15,120.0,0.0,0.0,20618.7,0
2026-01-17,Saturday,True,False,67.0,16,16,128.0,0.0,0.0,22851.0,0
2026-01-18,Sunday,True,False,53.0,13,13,104.0,0.0,0.0,17130.24,0
2026-01-19,Monday,False,False,60.0,14,14,112.0,0.0,0.0,17286.66,0
2026-01-20,Tuesday,False,False,73.0,17,17,136.0,0.0,0.0,22323.02,0
2026-01-21,Wednesday,False,False,74.0,18,18,144.0,0.0,0.0,24293.94,0
2026-01-22,Thursday,False,False,71.0,17,17,136.0,0.0,0.0,21513.56,0
2026-01-23,Friday,False,False,62.0,15,15,120.0,0.0,0.0,21105.16,0
2026-01-24,Saturday,True,False,62.0,15,15,120.0,0.0,0.0,21175.94,0
2026-01-25,Sunday,True,False,71.0,17,17,136.0,0.0,0.0,26635.38,0
2026-01-26,Monday,False,False,86.0,20,20,160.0,0.0,0.0,25804.32,0
2026-01-27,Tuesday,False,False,70.0,17,17,136.0,0.0,0.0,20712.54,0
2026-01-28,Wednesday,False,False,75.0,18,18,144.0,0.0,0.0,22852.26,0
2026-01-29,Thursday,False,False,78.0,18,18,144.0,0.0,0.0,24093.8,0
2026-01-30,Friday,False,False,69.0,17,17,136.0,0.0,0.0,24064.62,0
2026-01-31,Saturday,True,False,63.0,15,15,120.0,0.0,0.0,23239.54,0
